,Covariates,Feature_Importance,iteration
0,CGIAR_PET,31.07310032899054,9
29,SG_Sand_Content_005cm,26.871059108371238,9
4,CHELSA_BIO_Precipitation_Seasonality,23.03800960456742,9
18,EarthEnvTopoMed_Elevation,17.47674003094842,9
23,GlobBiomass_AboveGroundBiomass,17.245581951838904,9
10,ConsensusLandCoverClass_Mixed_Other_Trees,17.0930961061052,9
12,ConsensusLandCover_Human_Development_Percentage,15.802932669901768,9
2,CHELSA_BIO_Annual_Precipitation,15.795622928366825,9
19,EarthEnvTopoMed_Slope,15.430794988479471,9
25,MODIS_NPP,15.100448101547729,9
20,EarthEnvTopoMed_TopoPositionIndex,15.049672128887474,9
30,SG_Soil_pH_H2O_005cm,14.595845733302058,9
17,EarthEnvTopoMed_AspectSine,12.63000526660774,9
15,EarthEnvTexture_Homogeneity_EVI,12.276840393039938,9
11,ConsensusLandCoverClass_Shrubs,11.994388973636829,9
13,EarthEnvTexture_CoOfVar_EVI,11.924464913736477,9
16,EarthEnvTopoMed_AspectCosine,10.315446665645068,9
14,EarthEnvTexture_Correlation_EVI,10.002755993193976,9
22,GHS_Population_Density,8.463041582734018,9
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.9440758830193605,9
27,SG_Depth_to_bedrock,7.623597540456977,9
21,EsaCci_BurntAreasProbability,6.500086521749446,9
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,6.1379433580034695,9
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.584225269388082,9
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,3.813315694706556,9
5,ConsensusLandCoverClass_Barren,2.33209753125031,9
24,GlobPermafrost_PermafrostExtent,0.06941506931905311,9
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.0652365550998957,9
1,CHELSA_BIO_Annual_Mean_Temperature,67.5228946208899,10
28,SG_SOC_Content_005cm,51.98843509852474,10
29,SG_Sand_Content_005cm,32.730205898076946,10
0,CGIAR_PET,32.57872263115827,10
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,31.131800900396858,10
4,CHELSA_BIO_Precipitation_Seasonality,25.79904753995186,10
18,EarthEnvTopoMed_Elevation,20.950479527649254,10
13,EarthEnvTexture_CoOfVar_EVI,19.944009380016706,10
19,EarthEnvTopoMed_Slope,19.338697666958065,10
2,CHELSA_BIO_Annual_Precipitation,19.28245644093669,10
15,EarthEnvTexture_Homogeneity_EVI,17.048578065011004,10
30,SG_Soil_pH_H2O_005cm,16.5167405172092,10
23,GlobBiomass_AboveGroundBiomass,16.339298510356475,10
17,EarthEnvTopoMed_AspectSine,16.150796420148765,10
14,EarthEnvTexture_Correlation_EVI,15.343340644833768,10
25,MODIS_NPP,15.002432644902571,10
27,SG_Depth_to_bedrock,13.808266315347467,10
11,ConsensusLandCoverClass_Shrubs,12.925273982842686,10
12,ConsensusLandCover_Human_Development_Percentage,12.053340075827485,10
22,GHS_Population_Density,11.662295671269987,10
16,EarthEnvTopoMed_AspectCosine,10.599135771872167,10
10,ConsensusLandCoverClass_Mixed_Other_Trees,10.054735677124315,10
20,EarthEnvTopoMed_TopoPositionIndex,9.685812969582392,10
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,9.46071114326896,10
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,6.405030259067814,10
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,6.072865664067024,10
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.0787255697254805,10
21,EsaCci_BurntAreasProbability,3.996314577827336,10
5,ConsensusLandCoverClass_Barren,2.643495112204573,10
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.1894219067737362,10
24,GlobPermafrost_PermafrostExtent,0.5,10
1,CHELSA_BIO_Annual_Mean_Temperature,69.89140006707424,1
28,SG_SOC_Content_005cm,52.779480006886146,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,40.10864151412832,1
0,CGIAR_PET,28.811526840677672,1
29,SG_Sand_Content_005cm,25.375312542752837,1
4,CHELSA_BIO_Precipitation_Seasonality,24.706521819052636,1
2,CHELSA_BIO_Annual_Precipitation,20.02122443641668,1
17,EarthEnvTopoMed_AspectSine,15.286628935552233,1
18,EarthEnvTopoMed_Elevation,14.367268589850184,1
23,GlobBiomass_AboveGroundBiomass,13.341956934241141,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,13.31278857060286,1
11,ConsensusLandCoverClass_Shrubs,12.541274528326138,1
13,EarthEnvTexture_CoOfVar_EVI,12.295775912576163,1
14,EarthEnvTexture_Correlation_EVI,11.850749712336084,1
19,EarthEnvTopoMed_Slope,11.725153085090048,1
16,EarthEnvTopoMed_AspectCosine,11.505171835722955,1
15,EarthEnvTexture_Homogeneity_EVI,11.414289347583756,1
30,SG_Soil_pH_H2O_005cm,10.4158215041355,1
25,MODIS_NPP,10.160131620508048,1
20,EarthEnvTopoMed_TopoPositionIndex,9.940607934641205,1
12,ConsensusLandCover_Human_Development_Percentage,9.356287092788428,1
27,SG_Depth_to_bedrock,7.864036500959568,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,7.189485110114784,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,6.692863809317274,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.844460736592781,1
22,GHS_Population_Density,5.675143484384573,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,2.44101832371677,1
5,ConsensusLandCoverClass_Barren,2.0428085043942423,1
21,EsaCci_BurntAreasProbability,1.800795062869568,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.0831344412330763,1
24,GlobPermafrost_PermafrostExtent,0.05298639112903229,1
1,CHELSA_BIO_Annual_Mean_Temperature,66.89965584364197,2
28,SG_SOC_Content_005cm,59.9132707014594,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,37.91266061946829,2
0,CGIAR_PET,33.457635398294016,2
29,SG_Sand_Content_005cm,32.752770681311645,2
4,CHELSA_BIO_Precipitation_Seasonality,25.12280104756743,2
2,CHELSA_BIO_Annual_Precipitation,21.575657596841985,2
19,EarthEnvTopoMed_Slope,18.460436653066033,2
13,EarthEnvTexture_CoOfVar_EVI,16.406727086462375,2
18,EarthEnvTopoMed_Elevation,16.19211018405829,2
23,GlobBiomass_AboveGroundBiomass,15.582368258373233,2
12,ConsensusLandCover_Human_Development_Percentage,15.18325493451559,2
25,MODIS_NPP,15.099778155670585,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,14.638252951877629,2
17,EarthEnvTopoMed_AspectSine,14.591113175516798,2
15,EarthEnvTexture_Homogeneity_EVI,14.307230931507082,2
16,EarthEnvTopoMed_AspectCosine,12.364812399773417,2
20,EarthEnvTopoMed_TopoPositionIndex,11.885982223600042,2
14,EarthEnvTexture_Correlation_EVI,11.757550345276742,2
11,ConsensusLandCoverClass_Shrubs,11.46652712253742,2
30,SG_Soil_pH_H2O_005cm,11.158415163355889,2
27,SG_Depth_to_bedrock,9.838116589381862,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.709315855667445,2
22,GHS_Population_Density,7.096742239025476,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.700832604156357,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.335498354211536,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,4.734371497699362,2
21,EsaCci_BurntAreasProbability,2.689572832648024,2
5,ConsensusLandCoverClass_Barren,2.0740445901435427,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.655916734023954,2
24,GlobPermafrost_PermafrostExtent,0.0,2
1,CHELSA_BIO_Annual_Mean_Temperature,67.64148166909419,3
28,SG_SOC_Content_005cm,58.146397828712246,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,35.950233168505996,3
0,CGIAR_PET,34.63303105141126,3
29,SG_Sand_Content_005cm,26.756113238983367,3
4,CHELSA_BIO_Precipitation_Seasonality,23.173113831945372,3
18,EarthEnvTopoMed_Elevation,19.454649680471064,3
25,MODIS_NPP,17.344155578325427,3
2,CHELSA_BIO_Annual_Precipitation,17.342528931219555,3
10,ConsensusLandCoverClass_Mixed_Other_Trees,16.366997575281395,3
13,EarthEnvTexture_CoOfVar_EVI,15.262065153141599,3
19,EarthEnvTopoMed_Slope,14.900792260825893,3
30,SG_Soil_pH_H2O_005cm,14.28060216162546,3
14,EarthEnvTexture_Correlation_EVI,14.273903992677695,3
20,EarthEnvTopoMed_TopoPositionIndex,13.69036754584048,3
23,GlobBiomass_AboveGroundBiomass,12.67677344693416,3
11,ConsensusLandCoverClass_Shrubs,12.632692594380734,3
15,EarthEnvTexture_Homogeneity_EVI,11.767012554404065,3
17,EarthEnvTopoMed_AspectSine,11.63549211727463,3
12,ConsensusLandCover_Human_Development_Percentage,11.018057260156047,3
16,EarthEnvTopoMed_AspectCosine,9.141940927906633,3
27,SG_Depth_to_bedrock,9.054013647528965,3
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.352003609971063,3
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,7.315308212209598,3
22,GHS_Population_Density,6.720210621344157,3
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.2638709572088445,3
21,EsaCci_BurntAreasProbability,3.814119083660024,3
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,3.140469772884129,3
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.9143836800834304,3
5,ConsensusLandCoverClass_Barren,1.558427751277806,3
24,GlobPermafrost_PermafrostExtent,0.023886679380453357,3
1,CHELSA_BIO_Annual_Mean_Temperature,61.3023694018276,4
28,SG_SOC_Content_005cm,53.73700324888849,4
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,36.02180457300637,4
29,SG_Sand_Content_005cm,31.508074826188775,4
0,CGIAR_PET,29.91448879198139,4
2,CHELSA_BIO_Annual_Precipitation,23.868701013270737,4
4,CHELSA_BIO_Precipitation_Seasonality,20.300518052653175,4
18,EarthEnvTopoMed_Elevation,19.384420682219645,4
30,SG_Soil_pH_H2O_005cm,17.821410172236654,4
25,MODIS_NPP,17.757348957198197,4
23,GlobBiomass_AboveGroundBiomass,17.577598962439705,4
19,EarthEnvTopoMed_Slope,16.604002033522377,4
11,ConsensusLandCoverClass_Shrubs,13.745818128030693,4
13,EarthEnvTexture_CoOfVar_EVI,13.438022853517337,4
15,EarthEnvTexture_Homogeneity_EVI,13.182688697953198,4
10,ConsensusLandCoverClass_Mixed_Other_Trees,13.11352193904037,4
17,EarthEnvTopoMed_AspectSine,12.040720996323738,4
12,ConsensusLandCover_Human_Development_Percentage,11.766014058832827,4
16,EarthEnvTopoMed_AspectCosine,11.592439834903786,4
14,EarthEnvTexture_Correlation_EVI,10.501723321222105,4
20,EarthEnvTopoMed_TopoPositionIndex,9.54630491475539,4
27,SG_Depth_to_bedrock,8.010806227241444,4
22,GHS_Population_Density,7.737076276563444,4
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,7.495036718368318,4
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,5.985113560632648,4
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,5.053475624938627,4
21,EsaCci_BurntAreasProbability,4.9896357285722726,4
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.537893283491506,4
5,ConsensusLandCoverClass_Barren,2.3019857389815073,4
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.9666525063876392,4
24,GlobPermafrost_PermafrostExtent,0.035022446689113446,4
1,CHELSA_BIO_Annual_Mean_Temperature,62.21056472653006,5
28,SG_SOC_Content_005cm,59.496001330028584,5
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,35.211657306245854,5
0,CGIAR_PET,32.29379831858631,5
4,CHELSA_BIO_Precipitation_Seasonality,30.28591593054355,5
29,SG_Sand_Content_005cm,28.918457711585344,5
2,CHELSA_BIO_Annual_Precipitation,15.5943667553987,5
10,ConsensusLandCoverClass_Mixed_Other_Trees,14.436499807542454,5
18,EarthEnvTopoMed_Elevation,14.19425646841937,5
25,MODIS_NPP,14.104681060671192,5
20,EarthEnvTopoMed_TopoPositionIndex,13.81652272820102,5
30,SG_Soil_pH_H2O_005cm,13.807863699803804,5
19,EarthEnvTopoMed_Slope,13.6063677082063,5
15,EarthEnvTexture_Homogeneity_EVI,13.275635859948272,5
23,GlobBiomass_AboveGroundBiomass,12.814612970543642,5
17,EarthEnvTopoMed_AspectSine,12.326706624734957,5
16,EarthEnvTopoMed_AspectCosine,11.867786379859846,5
22,GHS_Population_Density,10.434659954940113,5
11,ConsensusLandCoverClass_Shrubs,10.388828300264846,5
13,EarthEnvTexture_CoOfVar_EVI,10.027678908905655,5
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,8.927087689484232,5
12,ConsensusLandCover_Human_Development_Percentage,8.754472097821218,5
27,SG_Depth_to_bedrock,8.692534600213628,5
14,EarthEnvTexture_Correlation_EVI,7.427462658968052,5
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,5.477655437275522,5
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.171821707527562,5
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,2.3171866307856663,5
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,2.0211830249181855,5
5,ConsensusLandCoverClass_Barren,1.4578860212310407,5
21,EsaCci_BurntAreasProbability,0.8883625752368424,5
24,GlobPermafrost_PermafrostExtent,0.5,5
1,CHELSA_BIO_Annual_Mean_Temperature,75.28805654298219,6
28,SG_SOC_Content_005cm,53.37717856221621,6
0,CGIAR_PET,37.24598042261002,6
29,SG_Sand_Content_005cm,35.1528646927617,6
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,32.66435218217592,6
4,CHELSA_BIO_Precipitation_Seasonality,24.143660778585673,6
2,CHELSA_BIO_Annual_Precipitation,18.693848092498722,6
18,EarthEnvTopoMed_Elevation,17.93337399225384,6
25,MODIS_NPP,17.005995409196515,6
30,SG_Soil_pH_H2O_005cm,16.631317119089992,6
12,ConsensusLandCover_Human_Development_Percentage,15.268765426463684,6
11,ConsensusLandCoverClass_Shrubs,14.968011345486003,6
15,EarthEnvTexture_Homogeneity_EVI,14.190656039869053,6
17,EarthEnvTopoMed_AspectSine,14.132221537393255,6
10,ConsensusLandCoverClass_Mixed_Other_Trees,14.07637944357133,6
19,EarthEnvTopoMed_Slope,13.340949093537313,6
13,EarthEnvTexture_CoOfVar_EVI,12.534290327334178,6
23,GlobBiomass_AboveGroundBiomass,12.286992641896477,6
14,EarthEnvTexture_Correlation_EVI,10.560961153673134,6
20,EarthEnvTopoMed_TopoPositionIndex,10.455641625112834,6
22,GHS_Population_Density,9.736651146248049,6
27,SG_Depth_to_bedrock,8.344481265748945,6
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,7.733480227629342,6
16,EarthEnvTopoMed_AspectCosine,7.169872823288855,6
21,EsaCci_BurntAreasProbability,6.231083007442525,6
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.208428311331873,6
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,4.87033820055383,6
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.845956312266055,6
5,ConsensusLandCoverClass_Barren,1.895088059122585,6
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.8522274599185742,6
24,GlobPermafrost_PermafrostExtent,0.0,6
1,CHELSA_BIO_Annual_Mean_Temperature,60.221703982868014,7
28,SG_SOC_Content_005cm,53.6212900351903,7
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,36.94784486712005,7
29,SG_Sand_Content_005cm,34.4225680520483,7
0,CGIAR_PET,34.363280925737726,7
4,CHELSA_BIO_Precipitation_Seasonality,22.708628647849782,7
18,EarthEnvTopoMed_Elevation,21.6548736672335,7
19,EarthEnvTopoMed_Slope,16.373131019437178,7
23,GlobBiomass_AboveGroundBiomass,15.95658612092877,7
30,SG_Soil_pH_H2O_005cm,15.350313787134553,7
2,CHELSA_BIO_Annual_Precipitation,15.07544643827074,7
16,EarthEnvTopoMed_AspectCosine,13.996532707609415,7
12,ConsensusLandCover_Human_Development_Percentage,13.932873604901642,7
20,EarthEnvTopoMed_TopoPositionIndex,13.082627817672043,7
17,EarthEnvTopoMed_AspectSine,13.066647826553956,7
25,MODIS_NPP,13.060069688273733,7
10,ConsensusLandCoverClass_Mixed_Other_Trees,12.802352199739857,7
13,EarthEnvTexture_CoOfVar_EVI,12.754837134368016,7
15,EarthEnvTexture_Homogeneity_EVI,12.12939927371151,7
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,9.649913688638966,7
27,SG_Depth_to_bedrock,8.88078500766582,7
11,ConsensusLandCoverClass_Shrubs,7.836078620924341,7
14,EarthEnvTexture_Correlation_EVI,7.369254404228848,7
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,6.196162304613714,7
22,GHS_Population_Density,5.724881730575411,7
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.365845817063347,7
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,2.5370911338153475,7
5,ConsensusLandCoverClass_Barren,1.8506254947738465,7
21,EsaCci_BurntAreasProbability,1.6842149186356132,7
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.46390143635671366,7
24,GlobPermafrost_PermafrostExtent,0.044356860892672476,7
1,CHELSA_BIO_Annual_Mean_Temperature,63.17722407296405,8
28,SG_SOC_Content_005cm,55.10197988056418,8
29,SG_Sand_Content_005cm,31.637466825955883,8
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,30.041582870907643,8
0,CGIAR_PET,27.67176106961312,8
4,CHELSA_BIO_Precipitation_Seasonality,19.098931763336466,8
18,EarthEnvTopoMed_Elevation,15.782425574107023,8
23,GlobBiomass_AboveGroundBiomass,15.409786155074189,8
19,EarthEnvTopoMed_Slope,15.124521648060353,8
2,CHELSA_BIO_Annual_Precipitation,14.860858975038674,8
12,ConsensusLandCover_Human_Development_Percentage,13.453117863385222,8
20,EarthEnvTopoMed_TopoPositionIndex,12.436405262688579,8
25,MODIS_NPP,12.3641011190244,8
15,EarthEnvTexture_Homogeneity_EVI,11.987385053702422,8
30,SG_Soil_pH_H2O_005cm,11.905417617919232,8
17,EarthEnvTopoMed_AspectSine,10.499427920244235,8
11,ConsensusLandCoverClass_Shrubs,10.401534943646308,8
10,ConsensusLandCoverClass_Mixed_Other_Trees,9.028555099241673,8
13,EarthEnvTexture_CoOfVar_EVI,8.49332237220487,8
14,EarthEnvTexture_Correlation_EVI,8.066521906210584,8
16,EarthEnvTopoMed_AspectCosine,7.382154069766803,8
27,SG_Depth_to_bedrock,6.489999933973004,8
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,5.498888087032922,8
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.484539028332925,8
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,4.460733058944143,8
22,GHS_Population_Density,4.44972847817475,8
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,3.5725565140215254,8
21,EsaCci_BurntAreasProbability,2.929012317765433,8
5,ConsensusLandCoverClass_Barren,2.549919498479657,8
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.46825051208851465,8
24,GlobPermafrost_PermafrostExtent,0.026791029324222865,8
1,CHELSA_BIO_Annual_Mean_Temperature,65.51790802372285,9
28,SG_SOC_Content_005cm,55.950492744567136,9
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,35.0519376727367,9
0,CGIAR_PET,31.07310032899054,9
29,SG_Sand_Content_005cm,26.871059108371238,9
4,CHELSA_BIO_Precipitation_Seasonality,23.03800960456742,9
18,EarthEnvTopoMed_Elevation,17.47674003094842,9
23,GlobBiomass_AboveGroundBiomass,17.245581951838904,9
10,ConsensusLandCoverClass_Mixed_Other_Trees,17.0930961061052,9
12,ConsensusLandCover_Human_Development_Percentage,15.802932669901768,9
2,CHELSA_BIO_Annual_Precipitation,15.795622928366825,9
19,EarthEnvTopoMed_Slope,15.430794988479471,9
25,MODIS_NPP,15.100448101547729,9
20,EarthEnvTopoMed_TopoPositionIndex,15.049672128887474,9
30,SG_Soil_pH_H2O_005cm,14.595845733302058,9
17,EarthEnvTopoMed_AspectSine,12.63000526660774,9
15,EarthEnvTexture_Homogeneity_EVI,12.276840393039938,9
11,ConsensusLandCoverClass_Shrubs,11.994388973636829,9
13,EarthEnvTexture_CoOfVar_EVI,11.924464913736477,9
16,EarthEnvTopoMed_AspectCosine,10.315446665645068,9
14,EarthEnvTexture_Correlation_EVI,10.002755993193976,9
22,GHS_Population_Density,8.463041582734018,9
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.9440758830193605,9
27,SG_Depth_to_bedrock,7.623597540456977,9
21,EsaCci_BurntAreasProbability,6.500086521749446,9
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,6.1379433580034695,9
9,ConsensusLandCoverClass_Herbaceous_Vegetation,4.584225269388082,9
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,3.813315694706556,9
5,ConsensusLandCoverClass_Barren,2.33209753125031,9
24,GlobPermafrost_PermafrostExtent,0.06941506931905311,9
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,0.0652365550998957,9
1,CHELSA_BIO_Annual_Mean_Temperature,67.5228946208899,10
28,SG_SOC_Content_005cm,51.98843509852474,10
29,SG_Sand_Content_005cm,32.730205898076946,10
0,CGIAR_PET,32.57872263115827,10
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,31.131800900396858,10
4,CHELSA_BIO_Precipitation_Seasonality,25.79904753995186,10
18,EarthEnvTopoMed_Elevation,20.950479527649254,10
13,EarthEnvTexture_CoOfVar_EVI,19.944009380016706,10
19,EarthEnvTopoMed_Slope,19.338697666958065,10
2,CHELSA_BIO_Annual_Precipitation,19.28245644093669,10
15,EarthEnvTexture_Homogeneity_EVI,17.048578065011004,10
30,SG_Soil_pH_H2O_005cm,16.5167405172092,10
23,GlobBiomass_AboveGroundBiomass,16.339298510356475,10
17,EarthEnvTopoMed_AspectSine,16.150796420148765,10
14,EarthEnvTexture_Correlation_EVI,15.343340644833768,10
25,MODIS_NPP,15.002432644902571,10
27,SG_Depth_to_bedrock,13.808266315347467,10
11,ConsensusLandCoverClass_Shrubs,12.925273982842686,10
12,ConsensusLandCover_Human_Development_Percentage,12.053340075827485,10
22,GHS_Population_Density,11.662295671269987,10
16,EarthEnvTopoMed_AspectCosine,10.599135771872167,10
10,ConsensusLandCoverClass_Mixed_Other_Trees,10.054735677124315,10
20,EarthEnvTopoMed_TopoPositionIndex,9.685812969582392,10
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,9.46071114326896,10
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,6.405030259067814,10
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,6.072865664067024,10
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.0787255697254805,10
21,EsaCci_BurntAreasProbability,3.996314577827336,10
5,ConsensusLandCoverClass_Barren,2.643495112204573,10
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.1894219067737362,10
24,GlobPermafrost_PermafrostExtent,0.5,10
1,CHELSA_BIO_Annual_Mean_Temperature,69.89140006707424,1
28,SG_SOC_Content_005cm,52.779480006886146,1
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,40.10864151412832,1
0,CGIAR_PET,28.811526840677672,1
29,SG_Sand_Content_005cm,25.375312542752837,1
4,CHELSA_BIO_Precipitation_Seasonality,24.706521819052636,1
2,CHELSA_BIO_Annual_Precipitation,20.02122443641668,1
17,EarthEnvTopoMed_AspectSine,15.286628935552233,1
18,EarthEnvTopoMed_Elevation,14.367268589850184,1
23,GlobBiomass_AboveGroundBiomass,13.341956934241141,1
10,ConsensusLandCoverClass_Mixed_Other_Trees,13.31278857060286,1
11,ConsensusLandCoverClass_Shrubs,12.541274528326138,1
13,EarthEnvTexture_CoOfVar_EVI,12.295775912576163,1
14,EarthEnvTexture_Correlation_EVI,11.850749712336084,1
19,EarthEnvTopoMed_Slope,11.725153085090048,1
16,EarthEnvTopoMed_AspectCosine,11.505171835722955,1
15,EarthEnvTexture_Homogeneity_EVI,11.414289347583756,1
30,SG_Soil_pH_H2O_005cm,10.4158215041355,1
25,MODIS_NPP,10.160131620508048,1
20,EarthEnvTopoMed_TopoPositionIndex,9.940607934641205,1
12,ConsensusLandCover_Human_Development_Percentage,9.356287092788428,1
27,SG_Depth_to_bedrock,7.864036500959568,1
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,7.189485110114784,1
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,6.692863809317274,1
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.844460736592781,1
22,GHS_Population_Density,5.675143484384573,1
9,ConsensusLandCoverClass_Herbaceous_Vegetation,2.44101832371677,1
5,ConsensusLandCoverClass_Barren,2.0428085043942423,1
21,EsaCci_BurntAreasProbability,1.800795062869568,1
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.0831344412330763,1
24,GlobPermafrost_PermafrostExtent,0.05298639112903229,1
1,CHELSA_BIO_Annual_Mean_Temperature,66.89965584364197,2
28,SG_SOC_Content_005cm,59.9132707014594,2
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,37.91266061946829,2
0,CGIAR_PET,33.457635398294016,2
29,SG_Sand_Content_005cm,32.752770681311645,2
4,CHELSA_BIO_Precipitation_Seasonality,25.12280104756743,2
2,CHELSA_BIO_Annual_Precipitation,21.575657596841985,2
19,EarthEnvTopoMed_Slope,18.460436653066033,2
13,EarthEnvTexture_CoOfVar_EVI,16.406727086462375,2
18,EarthEnvTopoMed_Elevation,16.19211018405829,2
23,GlobBiomass_AboveGroundBiomass,15.582368258373233,2
12,ConsensusLandCover_Human_Development_Percentage,15.18325493451559,2
25,MODIS_NPP,15.099778155670585,2
10,ConsensusLandCoverClass_Mixed_Other_Trees,14.638252951877629,2
17,EarthEnvTopoMed_AspectSine,14.591113175516798,2
15,EarthEnvTexture_Homogeneity_EVI,14.307230931507082,2
16,EarthEnvTopoMed_AspectCosine,12.364812399773417,2
20,EarthEnvTopoMed_TopoPositionIndex,11.885982223600042,2
14,EarthEnvTexture_Correlation_EVI,11.757550345276742,2
11,ConsensusLandCoverClass_Shrubs,11.46652712253742,2
30,SG_Soil_pH_H2O_005cm,11.158415163355889,2
27,SG_Depth_to_bedrock,9.838116589381862,2
26,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,7.709315855667445,2
22,GHS_Population_Density,7.096742239025476,2
9,ConsensusLandCoverClass_Herbaceous_Vegetation,5.700832604156357,2
6,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,5.335498354211536,2
7,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,4.734371497699362,2
21,EsaCci_BurntAreasProbability,2.689572832648024,2
5,ConsensusLandCoverClass_Barren,2.0740445901435427,2
8,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,1.655916734023954,2
24,GlobPermafrost_PermafrostExtent,0.0,2
1,CHELSA_BIO_Annual_Mean_Temperature,67.64148166909419,3
28,SG_SOC_Content_005cm,58.146397828712246,3
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,35.950233168505996,3
0,CGIAR_PET,34.63303105141126,3
29,SG_Sand_Content_005cm,26.756113238983367,3
